u,g,r,i,z,cluster
23.49924,21.79797,20.03141,19.0539,18.68355,2
25.12779,23.86657,21.62453,20.38228,19.54915,1
21.23383,21.17486,20.93421,20.89343,21.0461,1
22.67229,21.26253,24.80203,20.52622,20.30793,1
20.19099,18.59335,17.71563,17.27806,16.97972,0
22.47924,24.60663,21.40712,20.04067,19.62188,1
22.28063,20.29929,18.64025,18.05145,17.65854,2
23.0778,20.48601,19.401,18.94361,18.61664,2
23.83002,23.14151,22.30286,21.74886,21.56266,1
24.85655,22.16554,20.98232,19.85463,19.22681,1
23.09656,23.41508,21.84914,20.7329,19.72966,1
21.5106,21.04816,20.71255,20.76452,20.38891,1
20.4124,19.22399,18.90188,18.77863,18.75179,2
21.94801,21.16614,20.93791,20.75846,21.03463,1
20.66801,20.47901,20.48751,20.11399,19.8518,2
23.96439,22.59558,21.69461,21.43943,21.38774,1
21.91836,21.62359,20.02692,19.16573,18.67867,2
20.90553,20.40809,20.42242,20.32234,20.12355,2
25.832,20.55408,19.3414,18.85914,18.59964,2
22.17338,20.80775,18.9796,18.36891,17.9137,2
25.67344,20.44433,18.76088,18.15445,17.77124,2
22.10959,21.14114,20.34547,19.87684,19.69726,2
20.76409,18.3591,17.26433,16.8444,16.61955,0
21.37108,20.72477,19.80276,19.03445,19.07781,2
27.40403,20.32219,18.26508,17.67784,17.57135,2
17.33111,15.91306,15.42666,15.24881,15.17476,0
24.91994,24.98144,21.60966,20.36902,19.66415,1
20.10173,18.24456,17.32619,16.92235,16.63993,0
19.22373,18.00586,17.14741,16.69943,16.37068,0
17.35617,15.8668,15.31289,15.11782,15.02716,0
23.3743,22.49688,22.26706,21.22863,19.7761,1
23.49811,21.65164,20.08678,19.32757,18.96568,2
19.75594,18.40895,17.77713,17.3566,17.08979,0
23.11641,21.35163,20.06172,19.25606,18.77818,2
18.57903,17.83557,17.50616,17.13539,17.07868,0
23.38946,24.58654,21.92398,20.85542,19.86718,1
23.13788,22.47216,20.6552,19.46089,18.90367,1
21.82995,22.16551,21.86453,21.67332,22.12268,1
25.54077,21.81432,20.12187,19.07743,18.61654,2
21.52878,19.502,18.037,17.46459,17.10401,0
22.20344,21.21617,19.25319,18.59046,18.18901,2
20.98009,20.36356,20.39857,20.38465,20.158,2
18.87374,18.67367,18.71928,18.30947,18.21923,0
22.68543,22.68722,21.83913,21.28436,20.80133,1
18.44826,16.44226,15.48582,15.04992,14.74951,0
22.975,21.8366,20.22093,19.39452,18.92716,2
19.44579,18.28369,17.57546,17.19144,16.93102,0
24.85639,23.27641,20.5609,19.44457,18.91777,1
21.44935,21.23479,20.85396,20.69683,20.15807,1
25.83434,22.58485,22.24006,20.43345,19.24885,1
19.51177,18.36131,18.39198,18.51317,18.52885,0
18.97496,17.17341,16.38291,16.02707,15.7479,0
19.46367,18.24172,17.63067,17.30924,17.10069,0
16.91401,15.75366,15.29695,15.04585,14.82828,0
23.47712,22.04939,20.50122,19.33441,18.63975,2
19.59117,17.79508,16.79145,16.34478,15.96996,0
21.00857,20.58143,20.43875,20.50829,20.4117,2
18.78473,17.70523,17.19964,16.95411,16.8645,0
19.03284,17.08664,16.02332,15.57396,15.18448,0
26.61548,23.35798,22.17953,21.06727,19.96393,1
24.9384,21.09311,19.34527,18.67508,18.2068,2
20.56628,18.52121,17.611,17.14515,16.81473,0
18.88067,17.77847,17.63518,17.29783,17.00092,0
25.55491,23.29932,21.22795,19.99761,19.44232,1
25.61401,23.11452,21.03091,19.91075,19.6335,1
21.49473,18.54188,17.31225,16.72438,16.36834,0
22.61117,22.13239,20.365,19.4727,18.96779,2
23.28913,21.53283,19.80285,18.98867,18.54355,2
24.45666,23.39379,22.19701,20.6331,20.12366,1
18.9916,17.71993,17.15922,16.83019,16.67686,0
19.73327,18.5254,17.72805,17.26672,16.99119,0
26.43791,23.26366,22.97961,21.9608,21.47432,1
23.12227,23.45204,22.50938,22.02906,22.46554,1
24.5948,21.92624,21.79038,21.96298,21.68806,1
19.90842,19.66696,19.51606,19.57491,19.39698,2
22.90505,22.83278,21.50788,20.43369,19.71769,1
21.95759,20.26266,18.72041,18.05608,17.75066,2
20.26569,19.43307,19.2303,19.04404,18.72196,2
22.0228,21.59847,21.32598,21.15401,20.81479,1
26.13151,22.35358,20.57172,19.70966,19.42347,1
19.56632,18.64714,18.31855,18.18217,18.15268,0
25.65914,22.89531,21.13339,20.39279,19.89443,1
20.04818,18.02689,16.91849,16.45882,16.06299,0
24.4368,23.89523,21.59128,20.52831,19.59454,1
26.68803,20.5532,18.83899,18.16551,17.70016,2
26.87141,21.96095,20.11323,18.88667,18.36271,1
19.48548,18.46568,17.80544,17.50468,17.16126,0
23.86717,20.79944,19.04238,18.46437,17.95646,2
25.72847,23.03939,20.99238,19.82135,19.31966,1
25.00405,21.60199,20.10168,19.30633,18.9229,2
23.1514,21.76897,20.31793,19.47564,18.95518,2
25.45143,21.39872,19.55421,18.88032,18.55168,2
20.21199,18.3007,16.99379,16.34248,15.90482,0
24.81207,22.57391,20.71211,19.78282,19.2556,1
19.86292,18.24046,17.54855,17.26752,17.09771,0
18.91332,17.0825,16.22306,15.82757,15.49704,0
23.76761,23.79969,20.98318,19.80745,19.45579,1
23.09905,21.18724,19.41088,18.60501,18.15264,2
23.84536,22.97844,21.30087,19.89691,19.45412,1
19.64435,19.34181,19.07489,18.93586,18.9522,2
23.45642,22.04653,20.96448,19.83788,19.31542,1
21.88121,21.30084,21.08442,20.70708,20.63309,1
23.5378,22.94528,20.837,19.83457,19.39663,1
22.4392,21.98411,21.26674,20.5184,20.33018,1
22.31742,19.72811,18.09534,17.46216,17.10882,2
24.53238,21.26675,19.63392,18.85979,18.48098,2
22.18513,21.15437,19.35255,18.72809,18.3413,2
21.60446,20.3667,20.49747,20.72578,20.72698,1
24.12657,23.33848,21.04188,19.75095,19.2327,1
19.89427,18.01378,17.08605,16.67837,16.36789,0
23.0804,23.93056,21.76841,20.59497,19.76914,1
20.08381,18.11283,17.16259,16.67832,16.30991,0
21.92134,21.41131,20.69385,19.70574,19.46133,2
22.69835,21.60652,20.94373,20.90148,20.3546,1
22.14434,21.73081,21.06305,20.92209,20.74879,1
18.62826,17.30539,16.68906,16.31807,16.04966,0
24.05484,23.48099,21.62327,20.46683,19.66704,1
27.76252,24.9639,21.82759,19.98211,19.05309,1
20.94063,20.81091,20.64437,20.29596,20.42587,1
21.29169,21.12577,20.87387,20.7746,20.75975,1
18.83308,17.81881,17.66764,17.49753,17.61142,0
20.20488,18.55583,17.42571,16.90848,16.47307,0
23.26216,23.1948,21.50531,19.93025,19.43628,1
22.92691,21.38175,19.936,19.11325,18.6704,2
21.762,21.10849,19.24796,18.3316,17.84118,2
24.12271,22.3811,20.77147,19.67703,19.23728,1
20.54717,19.06991,18.47836,18.18666,18.33957,2
24.40223,21.53087,19.84154,18.68282,18.23938,2
21.70756,20.44952,20.12136,19.98591,19.89932,2
24.22602,21.45809,19.76584,18.82256,18.27513,2
25.79774,21.60469,20.36226,19.78633,20.29685,1
25.13851,23.59976,23.38356,22.44658,22.12052,1
18.31409,17.18381,16.92102,16.84818,16.85586,0
23.31473,22.29754,20.51146,19.50872,18.86853,2
24.0075,24.20364,21.99101,20.45928,19.66883,1
17.65803,16.3581,15.85645,15.64215,15.5483,0
20.51644,18.58101,18.25545,18.40963,18.30712,2
22.53242,22.15783,21.96515,21.77373,21.11682,1
18.12507,17.16398,16.89448,16.7986,16.78512,0
20.53551,20.53158,20.36257,20.22633,20.02182,2
21.701,20.101,18.34904,17.69221,17.23596,2
25.56228,21.35349,19.49134,18.80652,18.49295,2
20.13472,18.37352,17.3847,16.91274,16.53403,0
21.99044,21.88554,20.98069,19.97391,19.83017,1
24.10496,22.26622,20.66026,19.55745,19.13978,1
24.60019,22.68787,20.19874,19.05001,18.50697,2
23.16067,23.46004,21.26946,20.07789,19.58826,1
21.38746,19.50665,18.38668,17.89937,17.57871,2
20.11655,18.14115,17.14489,16.69915,16.3628,0
18.2415,16.96153,16.36807,16.02763,15.82934,0
20.20362,19.00354,18.38699,17.91063,17.74407,0
19.20155,17.49453,16.76098,16.37012,16.09173,0
21.00868,20.80947,20.85582,20.65183,20.91112,1
22.91144,20.92918,19.24514,18.54529,18.13869,2
20.45852,20.36068,20.28287,20.11847,19.87012,2
22.39501,21.30981,19.47198,18.68829,18.23515,2
18.28887,17.3902,17.09449,17.07987,17.06583,0
22.01738,21.73047,21.59511,21.58469,21.88393,1
23.63388,22.37957,20.69538,19.76871,19.34735,1
19.54152,18.54851,18.14755,18.04162,18.01794,0
21.66002,20.89057,19.14611,18.3936,18.00366,2
22.60578,23.13409,20.40096,18.99473,18.69072,2
20.51908,20.30905,20.15937,19.92811,19.63529,2
19.12912,18.1155,17.7091,17.35364,17.23446,0
23.81957,22.45176,21.01997,19.8663,19.40113,1
20.59676,19.09562,18.50235,18.2839,18.14776,2
22.69639,22.77773,22.2899,21.44226,20.85732,1
21.35668,19.35275,17.8069,17.12913,16.75694,0
19.81463,18.42245,17.90054,17.67517,17.59748,0
19.66928,17.36114,16.27755,15.87587,15.63836,0
22.40484,21.97641,21.65166,21.21988,21.2204,1
24.63467,20.18659,24.80204,18.81527,22.82692,1
21.83076,21.48459,21.10546,20.86169,20.75368,1
19.85854,19.7982,19.51637,19.49653,19.58831,2
16.99222,15.77348,15.36945,15.2455,15.20618,0
18.7876,17.77934,17.39147,17.22192,17.16081,0
21.18567,21.12239,21.42748,21.26374,20.64831,1
24.92183,23.24285,21.42913,20.14897,19.82708,1
19.50351,19.41427,19.25962,19.24878,19.28746,2
22.46147,20.6099,19.79441,19.42723,19.2695,2
20.32598,19.06598,18.54884,18.20258,17.92735,2
18.9107,18.56281,18.37687,18.42748,18.35006,0
23.30515,22.55754,22.29088,22.76618,22.26485,1
19.33859,17.52752,16.62173,16.22561,15.982,0
22.87499,23.40288,22.46771,21.83605,21.34126,1
23.09902,21.95526,20.14766,19.22175,18.78171,2
22.67233,20.48306,19.75865,19.44152,19.38346,2
19.47599,18.61694,18.277,18.21168,18.19782,0
22.9835,21.42924,20.59062,19.91889,19.6525,1
18.58117,17.19623,16.64556,16.43766,16.34743,0
23.0004,21.15198,20.06622,20.00741,19.73623,2
22.6993,20.85217,20.5106,20.44872,20.45807,1
22.18833,20.09771,18.52018,17.96417,17.62416,2
18.54817,17.63697,17.36345,17.25165,17.214,0
21.56752,21.01158,20.82639,20.91132,20.89314,1
18.23378,17.14976,16.77215,16.59726,16.51959,0
17.45294,16.35535,16.11495,16.03788,16.04434,0
27.21601,22.19595,20.53994,19.44205,18.79621,1
23.37737,22.73058,22.15514,21.35002,21.58348,1
20.23734,20.00087,19.73555,19.57781,19.30429,2
22.8021,22.84288,22.08627,21.47367,21.02528,1
19.65565,19.56748,19.44036,19.26924,19.12455,2
22.25216,22.91178,21.47339,20.36761,19.59433,1
23.92527,21.96707,20.45066,19.50448,18.94157,1
25.95642,22.82544,21.0931,19.92912,19.70412,1
23.58329,22.91777,21.91807,21.00228,20.28993,1
23.33687,21.87144,20.15222,19.25219,18.85112,2
24.39377,24.54707,22.53669,22.42975,22.29579,1
21.27571,20.50779,20.42731,20.51716,20.07375,2
21.25025,20.77611,20.65251,20.57525,20.35915,1
18.59299,16.67873,15.75032,15.30637,14.92713,0
21.43701,20.60674,20.36415,20.29523,20.19536,2
25.86729,21.28429,19.39891,18.64217,18.20803,2
22.67222,22.11785,21.76357,21.49163,21.20007,1
21.08625,21.16819,20.86348,20.70051,20.53805,1
18.84336,17.96668,17.6412,17.52965,17.52163,0
24.98081,22.21025,20.34817,19.42317,18.93066,1
21.79595,21.06989,20.85512,20.86843,20.47327,1
22.94066,23.09572,22.32212,21.65233,21.39988,1
20.59132,18.88125,17.72105,17.2314,16.78306,0
23.8322,21.78428,21.65726,21.74994,20.95866,1
19.06923,17.77336,17.02199,16.58214,16.26137,0
20.14902,18.62226,17.6854,17.18688,16.79752,0
21.202,20.85407,20.88015,20.62725,20.65976,1
25.134,23.22994,21.62565,20.98489,22.30739,1
22.06772,21.28287,21.2771,21.42432,21.29029,1
23.0091,22.01475,21.01606,19.92942,19.57195,1
20.38908,18.32191,17.37539,16.99398,16.5863,0
24.8268,23.94408,21.797,20.28277,19.55222,1
22.93426,22.22889,20.60505,19.19542,18.6555,2
20.00536,18.27271,17.47057,17.11102,16.8358,0
20.90764,20.93948,20.69397,20.69178,20.73838,1
23.01027,19.87046,18.18634,17.57911,17.23256,2
21.01549,18.40352,19.92929,16.70409,16.38097,0
24.8281,22.65644,21.88955,20.80659,19.95467,1
20.6642,19.5628,18.89872,18.65943,18.47948,2
20.93114,18.17898,17.08293,16.61152,16.33659,0
18.56767,17.47581,16.89486,16.48827,16.31048,0
26.94937,21.17358,19.35697,18.74443,18.41703,2
21.98211,21.59666,21.19394,20.90541,20.58833,1
21.0123,18.89257,17.77059,17.3165,16.97452,0
20.16708,19.82304,19.78868,19.52584,19.39456,2
24.38588,22.60608,21.88345,22.15095,22.41475,1
20.74871,20.55431,20.41546,20.15237,20.02741,2
22.95345,22.04189,20.35172,19.49183,19.0303,2
21.23794,21.81567,21.94827,21.16062,20.79033,1
25.76938,23.10641,20.54271,19.60433,19.34967,1
23.60159,22.17609,21.07119,19.96818,19.37733,1
25.53797,22.01683,20.26155,19.15612,18.54096,1
19.04613,17.67194,17.16878,16.98939,16.96073,0
23.4665,22.24821,20.46191,19.55292,19.11046,1
20.57158,20.39667,20.1095,20.10057,20.0831,2
19.32187,17.21331,16.12886,15.66484,15.31088,0
19.78048,18.17008,17.18752,16.71431,16.328,0
19.37241,18.31332,17.93242,17.79661,17.76643,0
22.62163,22.06497,20.2558,19.41292,19.02177,2
20.35647,20.02279,19.81085,19.83492,19.79289,2
22.08828,19.72258,18.15452,17.57882,17.27916,2
21.89886,21.4277,21.25909,21.28169,20.97613,1
17.56828,15.84059,15.0559,14.67627,14.36688,0
25.22451,22.31229,20.47537,19.63424,19.16144,1
22.80079,22.99438,21.07928,19.95473,19.49392,1
21.77293,20.14891,18.61197,17.99181,17.59363,2
21.35987,21.04149,20.6347,20.64713,20.48977,1
22.7906,23.8078,21.63735,20.54952,19.61906,1
21.95218,20.17567,19.24534,18.80069,18.50252,2
23.87563,23.01225,20.74167,19.65381,19.11494,1
19.53036,19.30676,19.65122,19.94323,20.12441,2
20.10295,18.0001,16.93212,16.5056,16.14456,0
23.83039,22.84388,21.24732,20.07067,19.55571,1
21.53856,20.3547,19.63558,19.38719,19.29833,2
19.65068,17.76883,16.79903,16.37672,16.04441,0
23.07718,22.95405,22.83743,22.26262,21.79437,1
26.31613,22.16582,20.4055,19.41224,18.96212,1
23.00506,22.10292,20.36686,19.55998,19.12749,2
20.68451,20.77336,20.48271,20.54252,20.35608,2
23.38898,21.98201,21.88654,21.96635,20.58113,1
23.60779,22.72615,22.51541,22.30443,22.16145,1
25.12925,21.18706,20.67252,20.60851,20.43062,1
24.91692,21.27143,19.59078,18.90489,18.49419,2
21.36106,19.00231,17.56577,16.35063,15.69313,0
20.9596,19.62667,18.97907,18.73219,18.59012,2
19.11572,17.50814,16.73647,16.37873,16.07894,0
21.90604,22.34894,20.42308,19.16576,18.60803,2
22.51096,20.52291,18.86664,18.24554,17.89717,2
19.88069,18.213,17.4391,17.08089,16.80077,0
20.49986,18.36263,17.48577,17.1742,16.98488,0
27.34572,20.52816,18.80302,17.86653,17.2844,2
18.32551,17.24154,16.73303,16.42128,16.20741,0
20.35518,19.9921,19.75152,19.75003,19.745,2
23.62481,21.68614,20.37933,19.7755,19.10728,1
19.74566,17.81569,16.76554,16.29132,15.90726,0
24.56717,21.87329,20.30628,19.22927,18.9546,2
18.93871,17.72572,16.98714,16.57652,16.32057,0
20.52502,18.66077,17.50119,17.03762,16.6697,0
23.34486,22.83852,20.70379,19.691,19.35112,1
23.42489,22.94213,22.8125,21.95702,22.03913,1
22.82472,21.48174,21.41831,21.27711,20.94785,1
22.56382,22.45044,21.77823,20.72215,19.98787,1
26.83346,20.85205,19.14259,18.45236,17.98901,2
21.67257,19.35263,17.93219,17.36817,17.00061,0
22.81071,22.49948,21.42172,20.95616,20.44058,1
22.08925,19.02563,18.22166,18.10153,18.63287,2
19.35256,18.07423,17.31353,16.92162,16.6324,0
21.67879,21.30186,21.03815,21.06368,21.02387,1
23.84479,22.05772,21.11728,20.95709,20.378,1
22.90977,21.88345,22.01239,22.23062,21.16007,1
24.41681,20.92675,19.93337,19.83517,19.87329,1
21.18243,19.85018,19.33069,19.11467,19.02894,2
22.46018,21.79018,21.38326,21.13063,20.93729,1
18.74704,17.65682,17.11957,16.96723,16.90317,0
20.47412,19.89187,19.78582,19.77484,19.72368,2
22.16173,22.4399,21.93141,22.17301,22.6504,1
19.70958,19.43727,19.04637,18.94738,19.12933,2
21.16146,20.43759,18.90987,18.21929,17.76295,2
20.91719,19.79851,18.37153,17.71242,17.28289,2
24.18935,23.68894,21.17314,20.0393,19.69165,1
19.96461,18.51682,17.96311,17.70049,17.61955,0
21.76627,19.76523,18.98927,18.73878,18.58513,2
19.27459,19.15619,18.69123,18.50096,18.60761,2
23.62421,19.73281,18.00824,17.36927,16.98466,2
19.57111,18.77006,18.41491,18.34184,18.33909,0
20.30732,18.30375,17.11695,16.66734,16.31835,0
21.45704,21.14403,21.0081,20.81927,21.34709,1
23.74155,22.33525,20.56934,19.46532,18.80263,1
23.64176,22.70927,21.22284,20.01447,19.62274,1
23.31665,21.93453,20.64405,19.77171,19.32134,1
23.53008,21.93067,21.31334,21.0254,20.37812,1
19.54312,17.59217,16.7408,16.40775,16.22847,0
22.85358,22.51863,22.08442,21.00579,20.54471,1
22.26629,20.3134,18.67533,18.02528,17.58963,2
20.69636,20.64436,20.6065,20.27727,19.93621,2
22.85773,22.18874,21.35562,21.26577,20.93935,1
18.62465,16.77038,15.90861,15.49146,15.17197,0
22.84265,22.73113,22.61998,21.60322,20.82863,1
20.90592,19.99205,19.71668,19.6203,19.47358,2
22.67236,22.01217,21.8412,21.72547,21.8693,1
22.43852,22.40067,20.58237,19.57551,19.10269,2
20.3931,18.14761,17.02675,16.51669,16.09134,0
24.73991,21.46712,19.80424,18.96983,18.47337,2
24.25789,21.86422,20.19017,19.31729,18.62818,2
21.62097,21.13988,20.96703,20.83279,20.57023,1
23.01851,22.45494,21.99345,21.35162,21.0775,1
26.21715,21.78195,20.02347,19.15607,18.55983,2
19.91472,17.98818,17.0075,16.5702,16.21974,0
24.35867,21.88602,20.89685,19.86781,19.34616,1
24.53436,23.35431,21.99949,20.49331,19.64606,1
24.00978,20.57254,18.84869,18.19182,17.85705,2
24.58463,22.62569,20.85644,19.95696,19.52142,1
20.26008,18.3512,17.53136,17.22365,17.03461,0
22.85947,19.73966,18.24679,17.70036,17.29125,2
21.93833,21.82575,20.03887,19.20958,18.78389,2
23.1661,21.89516,20.20326,19.30919,18.90576,2
22.19747,21.60094,21.48719,21.385,21.32662,1
19.48917,17.87901,17.06806,16.66376,16.35079,0
23.43745,22.14669,20.40378,19.41957,19.19238,1
21.23759,20.36732,20.10977,20.22781,19.75387,2
19.80735,18.73934,18.43892,18.31536,18.2593,0
20.26819,18.26776,17.05935,16.59937,16.23808,0
22.49447,21.61082,20.32245,19.55036,18.97121,2
24.31892,22.08599,20.20378,19.1769,18.65335,2
20.31786,18.44845,17.34517,16.84435,16.41607,0
19.94672,18.25273,17.56863,17.30557,17.15267,0
24.3354,21.27474,19.34275,18.61022,18.1991,2
21.67962,21.76506,21.71566,21.44944,21.23387,1
18.89318,17.83585,16.98707,16.61585,16.32549,0
25.05053,22.39171,20.78495,19.66902,19.18317,1
21.17506,19.0495,17.78741,17.28833,16.9412,0
18.64648,17.31625,16.82379,16.51268,16.38481,0
22.52694,22.44923,21.09276,20.10434,19.5497,1
23.07388,22.958,21.1308,20.05422,19.74857,1
18.69103,17.51556,17.02955,16.73929,16.61707,0
20.96986,20.02536,19.63485,19.48497,19.37651,2
22.8504,22.86227,22.41734,21.71473,20.78993,1
25.33746,22.77724,20.87838,19.46394,18.84593,1
24.46179,22.84297,21.45972,20.13093,19.58693,1
23.34024,21.8499,20.18389,19.38117,18.89026,2
22.79591,20.7223,18.93148,18.38334,17.94324,2
22.76266,20.55667,18.78226,18.12506,17.72425,2
20.35358,18.66985,17.5584,17.01716,16.6544,0
22.99239,22.31042,20.50634,19.58377,19.02984,1
19.23132,17.82474,17.3797,17.09577,16.91668,0
17.9849,16.20089,15.44132,15.14803,15.00671,0
23.28904,22.53923,20.67567,18.88343,17.83482,2
25.08346,21.53451,20.10765,19.27879,18.86657,2
19.7423,19.71879,19.5361,19.41006,19.43993,2
21.59147,21.32194,21.29105,21.18696,20.68064,1
24.32209,23.40508,21.73401,20.41119,19.87891,1
17.36585,16.16892,16.37481,16.54762,16.67529,0
19.12029,18.00718,17.55067,17.27487,17.13309,0
21.72075,20.75149,18.93975,18.26891,17.80362,2
25.41285,22.85258,20.8237,19.86922,19.29997,1
22.85792,21.5931,20.31542,19.43117,18.97345,2
23.60701,23.10614,22.49177,22.67492,22.16359,1
21.09702,19.04191,17.53048,16.95642,16.63601,0
25.72104,24.21327,21.70581,20.58334,19.873,1
23.4893,22.49897,20.63541,19.72151,19.32475,1
20.72705,18.81781,17.53433,17.06648,16.71659,0
22.11568,22.89731,21.15616,20.07001,19.28451,1
22.01788,23.21435,21.32783,20.21101,22.30616,1
16.42859,15.18404,15.16781,15.20831,15.27706,0
19.17526,17.02122,16.14972,15.82571,15.62451,0
21.19897,20.53289,19.85888,19.5145,19.14174,2
23.69561,21.6815,21.58637,21.56088,21.48017,1
22.40412,22.15889,21.84402,21.55685,21.29029,1
19.86187,18.93923,18.62912,18.51233,18.45936,2
21.73678,21.22445,21.01518,20.70555,20.66879,1
23.51674,22.06145,21.93734,21.82169,21.36563,1
20.7093,20.43235,20.45846,20.2951,19.99882,2
22.1943,22.12304,21.98542,21.88271,21.95071,1
25.06906,22.61121,21.10736,19.87595,19.36776,1
22.15437,21.06316,21.06014,21.02636,21.32771,1
24.19216,21.44591,19.94671,19.16686,18.88314,2
20.00178,18.28124,17.30141,16.89811,16.53793,0
19.99568,17.98569,16.99701,16.45648,16.01447,0
21.06452,20.70068,20.08093,19.69721,19.37306,2
22.08265,19.3739,17.68209,17.07172,16.62888,0
25.96097,22.02019,20.21396,19.2882,18.87963,1
22.34366,21.29194,21.01479,20.93135,20.56186,1
18.60747,17.26507,16.92157,16.81367,16.79658,0
19.43341,19.3927,18.99606,18.87,18.75467,2
22.86442,23.08745,22.91488,21.36882,20.87302,1
22.44349,21.06845,19.09307,18.51225,18.11051,2
24.80642,22.4085,20.71853,19.56681,19.11501,1
23.41753,21.8622,21.26186,20.87212,20.48148,1
26.20439,21.62092,20.03525,18.98559,18.55918,2
21.26551,19.41963,18.00523,17.38403,16.9882,0
24.35239,22.85606,21.08684,19.97053,19.06741,1
22.68952,20.73651,19.28818,18.68223,18.24279,2
20.93391,20.29912,19.91163,19.67796,19.82774,2
21.98654,21.94085,22.17773,22.23545,22.00237,1
18.79298,16.93231,16.08464,15.68816,15.36888,0
24.1655,22.97141,21.2997,20.01865,19.36427,1
25.14834,23.54043,22.08527,20.64382,19.95488,1
21.62945,18.68305,17.48657,17.05457,16.79797,0
23.73329,21.27152,20.50891,20.42282,20.20961,1
19.41557,19.07044,19.33172,19.59921,19.69993,2
21.15155,21.32053,20.87642,21.07314,21.51955,1
18.31488,17.07124,16.59917,16.40979,16.31404,0
19.2705,18.75245,18.56141,18.54443,18.59082,2
22.82734,22.82433,22.06846,21.36881,20.61592,1
17.12015,15.78449,15.13215,14.77772,14.47742,0
25.76999,22.29107,20.45383,19.46386,18.94562,1
20.88468,19.4044,18.85527,18.60855,18.46951,2
22.49609,21.35016,21.15457,20.65092,20.07277,1
24.24273,21.9345,20.27465,18.63448,23.12327,1
18.03802,16.32114,15.47104,15.08543,14.84537,0
19.62719,17.95412,17.03368,16.5706,16.21483,0
21.85988,20.77479,18.94503,18.28886,17.83428,2
23.16559,20.77392,19.76945,19.41868,19.20232,2
